numero_registro;denominacion;plazas_autorizadas_numero;plazas_descripcion;tipologia;subtipo;sector;municipio_codigo;municipio_nombre;direccion_via_tipo;direccion_via_codigo;direccion_via_nombre;direccion_portal;direccion_coor_x;direccion_coor_y;direccion_codigo_postal;contacto_telefono;entidad_denominacion;entidad_cif;entidad_naturaleza
C6013;HOGAR DE EMANCIPACION DE ROQUETAS, PISO TUTELADO;5;Plazas totales;CENTROS RESIDENCIALES;PISOS TUTELADOS;Otros grupos en situación de necesidad;079;Madrid;CALLE;45091;de Roquetas de Mar;9;444337;4481282;28033;914411198 / 686741922;ASOCIACION NACIONAL DE HOGARES PARA NIÑOS PRIVADOS DE AMBIENTE FAMILIAR NUEVO FUTURO;G28309862;PRIVADA SIN ÁNIMO DE LUCRO
C6021;PAIDEIA SER18YMAS, VIVIENDA COMUNITARIA (EMANCIPACION);5;Plazas totales;CENTROS RESIDENCIALES;VIVIENDAS COMUNITARIAS;Otros grupos en situación de necesidad;079;Madrid;CALLE;08719;de Camarena;134;435800;4471425;28047;914295132-619762602 / 629 21 63 01;ASOCIACION PARA LA INTEGRACION DEL MENOR PAIDEIA;G78437688;PRIVADA SIN ÁNIMO DE LUCRO
C6022;CASA GARELLI-CARABANCHEL, VIVIENDA COMUNITARIA (EMANCIPACIÓN);8;Plazas totales;CENTROS RESIDENCIALES;VIVIENDAS COMUNITARIAS;Otros grupos en situación de necesidad;079;Madrid;CALLE;02531;de Joaquín Turina;18;436089;4469457;28044;625462896;FEDERACION DE PLATAFORMAS SOCIALES PINARDI;G83169524;PRIVADA SIN ÁNIMO DE LUCRO
C6023;CASA GARELLI-VICALVARO, VIVIENDA COMUNITARIA (EMANCIPACION);4;Plazas totales;CENTROS RESIDENCIALES;VIVIENDAS COMUNITARIAS;Otros grupos en situación de necesidad;079;Madrid;CALLE;45040;del Anillo Verde;48;448880;4473134;28032;625462896;FEDERACION DE PLATAFORMAS SOCIALES PINARDI;G83169524;PRIVADA SIN ÁNIMO DE LUCRO
C6026;ACCEM CAMARENA 3 D, PISO TUTELADO;6;Plazas totales;CENTROS RESIDENCIALES;PISOS TUTELADOS;Refugiados y asilados;079;Madrid;CALLE;08719;de Camarena;75;435978;4471782;28047;627570775;ACCEM;G79963237;PRIVADA SIN ÁNIMO DE LUCRO
C6027;EL BALCON, RESIDENCIA DE PERSONAS MAYORES;118;Plazas totales;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES MIXTA;Personas mayores;161;Valdemoro;CALLE;C0035;Haití;2;440955;4448329;28341;918949870;ENGLISH CONNECTION MASTER SANSEGUNDO;B85712917;PRIVADA CON ÁNIMO DE LUCRO
C6032;EDALIA ARTURO SORIA, RESIDENCIA DE PERSONAS MAYORES;156;Plazas totales;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES MIXTA;Personas mayores;079;Madrid;CALLE;00582;de Arturo Soria;278;443473;4480288;28033;913149499 605908683;GESTION INMUEBLES TERCERA EDAD SLU;B84127372;PRIVADA CON ÁNIMO DE LUCRO
C6033;CASA GARELLI-FUENCEMILLAN, VIVIENDA COMUNITARIA (EMANCIPACION);4;Plazas totales;CENTROS RESIDENCIALES;VIVIENDAS COMUNITARIAS;Otros grupos en situación de necesidad;079;Madrid;CALLE;07643;de Fuencemillán;18;451529;4477625;28022;625462896;FEDERACION DE PLATAFORMAS SOCIALES PINARDI;G83169524;PRIVADA SIN ÁNIMO DE LUCRO
C6038;CONVIVE COMPARTE, PISO TUTELADO;5;Plazas totales;CENTROS RESIDENCIALES;PISOS TUTELADOS;Familia;079;Madrid;CALLE;45501;de la República Checa;4;447676;4474513;28032;914049118 / 616574223;ASOCIACION ALTERNATIVA EN MARCHA;G80884422;PRIVADA SIN ÁNIMO DE LUCRO
C6039;HONDILLO NAVALAGAMELLA , PISO TUTELADO;4;Plazas totales;CENTROS RESIDENCIALES;PISOS TUTELADOS;Personas con enfermedad mental crónica;095;Navalagamella;CALLE;00194;Hondillo;12;404911;4480847;28212; 655985664;AURORA MATAS FERNANDEZ;;PRIVADA CON ÁNIMO DE LUCRO
C6051;JAVIER II, PISO TUTELADO;6;Plazas totales;CENTROS RESIDENCIALES;PISOS TUTELADOS;Presos y ex reclusos;079;Madrid;CALLE;09941;de Mudela;142;442432;4470113;28053;695566948;FUNDACION PADRE GARRALDA - HORIZONTES ABIERTOS;G83618850;PRIVADA SIN ÁNIMO DE LUCRO
C6055;HOGAR AVENIDA AMERICA, PISO TUTELADO (EMANCIPACION);5;Plazas totales;CENTROS RESIDENCIALES;PISOS TUTELADOS;Otros grupos en situación de necesidad;079;Madrid;CALLE;05439;de San Fernando del Jarama;4;442555;4476653;28002;915641958-690834663;FUNDACION ALICIA KOPLOWITZ;G83837286;PRIVADA SIN ÁNIMO DE LUCRO
C6065;ACCEM UNANIMIDAD PISO TUTELADO;7;Plazas totales;CENTROS RESIDENCIALES;PISOS TUTELADOS;(Inmigracion) Otros grupos en situación de necesidad;079;Madrid;CALLE;11848;de la Unanimidad;14;441294;4468074;28041;915327478 / 637723484;ACCEM;G79963237;PRIVADA SIN ÁNIMO DE LUCRO
C6066;FUNDACION EDDY-G, VIVIENDA COMUNITARIA;8;Plazas totales;CENTROS RESIDENCIALES;VIVIENDAS COMUNITARIAS;Otros grupos en situación de necesidad;RESERVADO;RESERVADO;RESERVADO;RESERVADO;RESERVADO;RESERVADO;RESERVADO;RESERVADO;RESERVADO;RESERVADO;FUNDACION EDDY-G (ESPERANZA DIVERSIDAD DIGNIDAD Y GENEROSIDAD);G87342002;PRIVADA SIN ÁNIMO DE LUCRO
C6068;NEUROVIDA, CENTRO DE DÍA;95;Capacidad máxima simultánea;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;Personas mayores;079;Madrid;CALLE;07575;de Crevillente;1;441890;4478287;28036;913726343-657889827;PASEO SALUD SL;B88225057;PRIVADA CON ÁNIMO DE LUCRO
C6077;LORANCA  AYUNTAMIENTO DE FUENLABRADA,  CENTRO DE MAYORES;425;Capacidad máxima simultánea;CENTROS DE DÍA;HOGARES Y CLUBES;Personas mayores;058;Fuenlabrada;PLAZA;10254;de las Letras;2;;;28942;916045050;AYUNTAMIENTO DE FUENLABRADA;P2805800F;PÚBLICA
C6078;PISO PARA MUJERES VICTIMAS DE VIOLENCIA DE GENERO CON DISCAPACIDAD INTELECTUAL;4;Plazas totales;CENTROS RESIDENCIALES;PISOS TUTELADOS;Mujer;RESERVADO;RESERVADO;RESERVADO;RESERVADO;RESERVADO;RESERVADO;RESERVADO;RESERVADO;RESERVADO;RESERVADO;COMUNIDAD DE MADRID (CONSEJERIA DE POLITICAS SOCIALES, FAMILIAS, IGUALDAD Y NATALIDAD);S7800001E;PÚBLICA
C6079;FUNDACION AMIGÓ APOYO A LA EMANCIPACIÓN, PISO TUTELADO;3;Plazas totales;CENTROS RESIDENCIALES;PISOS TUTELADOS;Otros grupos en situación de necesidad;079;Madrid;CALLE;01167;de Cartagena;8;443135;4475835;28028;913002385-693003040;FUNDACIÓN AMIGÓ;G81454969;PRIVADA SIN ÁNIMO DE LUCRO
C6080;COLOMER D, VIVIENDA COMUNITARIA;5;Plazas totales;CENTROS RESIDENCIALES;VIVIENDAS COMUNITARIAS;(Inmigracion) Otros grupos en situación de necesidad;079;Madrid;CALLE;01394;de Colomer;5;443630;4476146;28028;917254339-626581728;FUNDACION DE LA MERCED MIGRACIONES;G85941185;PRIVADA SIN ÁNIMO DE LUCRO
C6081;FRANCISCO SANTOS, VIVIENDA COMUNITARIA;12;Plazas totales;CENTROS RESIDENCIALES;VIVIENDAS COMUNITARIAS;(Inmigracion) Otros grupos en situación de necesidad;079;Madrid;CALLE;02337;de Francisco Santos;2;443520;4475987;28028;913564517-636162413;FUNDACION DE LA MERCED MIGRACIONES;G85941185;PRIVADA SIN ÁNIMO DE LUCRO
C6082;CARTAGENA, VIVIENDA COMUNITARIA;12;Plazas totales;CENTROS RESIDENCIALES;VIVIENDAS COMUNITARIAS;(Inmigracion) Otros grupos en situación de necesidad;079;Madrid;CALLE;01167;de Cartagena;2;443135;4475769;28028;913565982-620655076;FUNDACION DE LA MERCED MIGRACIONES;G85941185;PRIVADA SIN ÁNIMO DE LUCRO
C6083;FUNDACION LA MERCED COLOMER 5 2 C, VIVIENDA COMUNITARIA;5;Plazas totales;CENTROS RESIDENCIALES;VIVIENDAS COMUNITARIAS;(Inmigracion) Otros grupos en situación de necesidad;079;Madrid;CALLE;01394;de Colomer;5;443630;4476146;28028;917254339 626581728;FUNDACION DE LA MERCED MIGRACIONES;G85941185;PRIVADA SIN ÁNIMO DE LUCRO
C6085;ACCEM LOS BOHEMIOS, PISO TUTELADO;6;Plazas totales;CENTROS RESIDENCIALES;PISOS TUTELADOS;(Inmigracion) Otros grupos en situación de necesidad;079;Madrid;CALLE;11121;de Bohemios;2;441074;4467575;28041;627570775;ACCEM;G79963237;PRIVADA SIN ÁNIMO DE LUCRO
C6086;ASOCIACION HORUELO SAN ROSENDO, PISO TUTELADO (EMANCIPACION);7;Plazas totales;CENTROS RESIDENCIALES;VIVIENDAS COMUNITARIAS;Otros grupos en situación de necesidad;079;Madrid;CALLE;08665;de San Rosendo;1;447945;4476679;28022;915222921 695183022;ASOCIACION HORUELO;G82851478;PRIVADA SIN ÁNIMO DE LUCRO
C6102;ATIPADACE II, CENTRO DE DIA;55;Capacidad máxima simultánea;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;Personas con discapacidad física;079;Madrid;CALLE;11967;del Mirador de la Reina;115;438991;4482482;28035;913767190 693750168;ASOCIACION PARA EL TRATAMIENTO DE LA PARALISIS Y EL DAÑO CEREBRALES (ATIPADACE);G82643982;PRIVADA SIN ÁNIMO DE LUCRO
C6111;JARDINES DE SABATINI, RESIDENCIA DE PERSONAS MAYORES;75;Plazas totales;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES MIXTA;Personas mayores;079;Madrid;CALLE;00589;de Arriaza;16;439244;4474815;28008;915475521-689193077;SANITAS MAYORES, S.L.;B58937178;PRIVADA CON ÁNIMO DE LUCRO
C6115;FUNDACIÓN ACRESCERE FUENLABRADA, VIVIENDA COMUNITARIA (EMANCIPACIÓN);6;Plazas totales;CENTROS RESIDENCIALES;VIVIENDAS COMUNITARIAS;Otros grupos en situación de necesidad;058;Fuenlabrada;PLAZA;A0356;Orense;10;431201;4461020;28942;692731459;FUNDACION ACRESCERE;G85833341;PRIVADA SIN ÁNIMO DE LUCRO
C6118;ESPACIO ALOJAMIENTOS EMMA, OTRAS RESIDENCIAS;30;Plazas totales;CENTROS RESIDENCIALES;OTRAS RESIDENCIAS;Mujer;079;Madrid;CALLE;08289;de Martos;185;443834;4469650;28053;917856234 / 608313718;FUNDACION JOSE MARIA DE LLANOS;G78511292;PRIVADA SIN ÁNIMO DE LUCRO
C6119;MENNI SAINZ DE BARANDA, CENTRO DE DIA;55;Capacidad máxima simultánea;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;Personas con enfermedad mental crónica;079;Madrid;CALLE;08883;de Samaria;3;443132;4473826;28009;914135011-627418165;HERMANAS HOSPITALARIAS DEL SAGRADO CORAZÓN DE JESÚS- CASA SANATORIO PSIQUIÁTRICO SAN MIGUEL;R2800745H;PRIVADA SIN ÁNIMO DE LUCRO
C6120;MENNI RETIRO, CENTRO REHABILITACION Y SOPORTE SOCIAL;68;Capacidad máxima simultánea;CENTROS DE REHABILITACIÓN;CENTROS DE REHABILITACIÓN: OTROS;Personas con enfermedad mental crónica;079;Madrid;CALLE;08883;de Samaria;3;443132;4473826;28009;914135011-627418165;HERMANAS HOSPITALARIAS DEL SAGRADO CORAZÓN DE JESÚS- CASA SANATORIO PSIQUIÁTRICO SAN MIGUEL;R2800745H;PRIVADA SIN ÁNIMO DE LUCRO
C6121;ASTOR TRAVESIA DE LA CAÑADA, PISO TUTELADO;2;Plazas totales;CENTROS RESIDENCIALES;PISOS TUTELADOS;Personas con discapacidad intelectual;148;Torrejón de Ardoz;TRVA;01758;Cañada;2;461463;4478812;28850;674333936;ASTOR - ASOCIACIÓN DE PADRES CON HIJOS CON DISCAPACIDAD INTELECTUAL DE TORREJON DE ARDOZ;G28577328;PRIVADA SIN ÁNIMO DE LUCRO
C6126;ASOCIACION IMAGINA MAS, PISO TUTELADO;6;Plazas totales;CENTROS RESIDENCIALES;PISOS TUTELADOS;Otros grupos en situación de necesidad;079;Madrid;CALLE;45698;del Oligisto;21;441809;4468585;28041;915084732-669115835;ASOCIACION IMAGINA MAS;G86205978;PRIVADA SIN ÁNIMO DE LUCRO
C6136;ACOGIDA HOMBRES SIN HOGAR, PISO TUTELADO;5;Plazas totales;CENTROS RESIDENCIALES;PISOS TUTELADOS;Personas sin hogar;058;Fuenlabrada;CALLE;A0264;Lérida;6;432572;4460725;28945;910529405 / 609691672 / 625421668;ASOCIACIÓN SAN RICARDO PAMPURI;G82310400;PRIVADA SIN ÁNIMO DE LUCRO
C6144;PROVIVIENDA ESPINO, PISO TUTELADO;1;Plazas totales;CENTROS RESIDENCIALES;PISOS TUTELADOS;Personas sin hogar;079;Madrid;CALLE;02041;del Espino;6;440480;4473171;28012;915650960;ASOCIACION PROVIVIENDA;G79408696;PRIVADA SIN ÁNIMO DE LUCRO
C6145;PROVIVIENDA TRIBULETE, PISO TUTELADO;1;Plazas totales;CENTROS RESIDENCIALES;PISOS TUTELADOS;Personas sin hogar;079;Madrid;CALLE;06124;de Tribulete;10;440410;4473273;28012;915570137;ASOCIACION PROVIVIENDA;G79408696;PRIVADA SIN ÁNIMO DE LUCRO
C6156;PROGRAMA PADRE ARRUPE, CENTRO DE ACOGIDA;14;Plazas totales;CENTROS DE ACOGIDA;CENTROS DE ACOGIDA: OTROS;Personas sin hogar;176;Villanueva de la Cañada;PARCE;;93 POLIGONO 14;0;;;28691;918125987 / 610554497;FUNDACION PADRE GARRALDA - HORIZONTES ABIERTOS;G83618850;PRIVADA SIN ÁNIMO DE LUCRO
C6157;SAN JUAN PABLO II, CENTRO DE ACOGIDA;18;Plazas totales;CENTROS DE ACOGIDA;CENTROS DE ACOGIDA: OTROS;Personas sin hogar;005;Alcalá de Henares;CALLE;A0698;Santo Tomás de Aquino;5;469384;4481023;28804;918832045;CARITAS DIOCESANA DE ALCALA DE HENARES;R2800840G;PRIVADA SIN ÁNIMO DE LUCRO
C6158;ACCEM LUIS DE HOYOS SAINZ, PISO TUTELADO;6;Plazas totales;CENTROS RESIDENCIALES;PISOS TUTELADOS;(Inmigracion) Otros grupos en situación de necesidad;079;Madrid;CALLE;09757;de Luis de Hoyos Sáinz;180;446640;4472565;28030;915327478/79 / 671684087;ACCEM;G79963237;PRIVADA SIN ÁNIMO DE LUCRO
C6159;ACCEM RICARDO ORTIZ, PISO TUTELADO;6;Plazas totales;CENTROS RESIDENCIALES;PISOS TUTELADOS;(Inmigracion) Otros grupos en situación de necesidad;079;Madrid;CALLE;05191;de Ricardo Ortiz;39;444194;4475312;28017;915327478/79;ACCEM;G79963237;PRIVADA SIN ÁNIMO DE LUCRO
C6161;FUNDACION CEPAIM, PISO TUTELADO (EMANCIPACION);6;Plazas totales;CENTROS RESIDENCIALES;PISOS TUTELADOS;Otros grupos en situación de necesidad;079;Madrid;CALLE;02524;del General Ricardos;153;437962;4471172;28019;915985156-647411577-680907556;FUNDACION CEPAIM-ACCION INTEGRAL CON MIGRANTES;G73600553;PRIVADA SIN ÁNIMO DE LUCRO
C6162;EDUARDO MINGUITO AYUNTAMIENTO DE MADRID, CENTRO DE MAYORES;229;Capacidad máxima simultánea;CENTROS DE DÍA;HOGARES Y CLUBES;Personas mayores;079;Madrid;CALLE;03429;de Leonor Góngora;62;441694;4466672;28021;917109814;AYUNTAMIENTO DE MADRID;P2807900B;PÚBLICA
C6166;DACERIN CENTRO DE ATENCION TEMPRANA Y TRATAMIENTOS;34;Capacidad máxima simultánea;CENTROS DE REHABILITACIÓN;CENTROS DE ATENCIÓN;Infancia y Adolescencia;134;San Sebastián de los Reyes;CALLE;C0013;Francisco Ayala;10;448131;4490431;28702;916671646;DACER REHABILITACION FUNCIONAL, SL;B86221397;PRIVADA CON ÁNIMO DE LUCRO
C6167;TRES CANTOS II, PISO TUTELADO;8;Plazas totales;CENTROS RESIDENCIALES;PISOS TUTELADOS;Adolescencia;903;Tres Cantos;CALLE;A0052;del Yelmo;18;;;28760;918062259 / 630044452;COMUNIDAD DE MADRID (CONSEJERIA DE POLITICAS SOCIALES, FAMILIAS, IGUALDAD Y NATALIDAD);S7800001E;PÚBLICA
C6168;ESPINO FUNDACION ATENEA, PISO TUTELADO;1;Plazas totales;CENTROS RESIDENCIALES;PISOS TUTELADOS;Personas sin hogar;079;Madrid;CALLE;02041;del Espino;6;440480;4473171;28012;914479997;FUNDACIÓN ATENEA GRUPO GID;G84392810;PRIVADA SIN ÁNIMO DE LUCRO
C6169;CAVA BAJA FUNDACION ATENEA, PISO TUTELADO;2;Plazas totales;CENTROS RESIDENCIALES;PISOS TUTELADOS;Personas sin hogar;079;Madrid;CALLE;01254;de la Cava Baja;10;439890;4473869;28005;914479997;FUNDACIÓN ATENEA GRUPO GID;G84392810;PRIVADA SIN ÁNIMO DE LUCRO
C6170;FUNDACION INSTITUTO SAN JOSE, UNIDAD DE ATENCION TEMPRANA;15;Capacidad máxima simultánea;CENTROS DE REHABILITACIÓN;CENTROS DE ATENCIÓN;Infancia;079;Madrid;CALLE;C1575;del Pinar de San José;98;434227;4468202;28054;915080140;FUNDACION INSTITUTO SAN JOSE;G28689867;PRIVADA SIN ÁNIMO DE LUCRO
C6174;ALENA-SIERRA OESTE, OTRAS RESIDENCIAS;34;Plazas totales;CENTROS RESIDENCIALES;OTRAS RESIDENCIAS;Personas con enfermedad mental crónica;031;Cadalso de los Vidrios;CALLE;00223;Camino de la Castellana;7;378021;4462099;28640;913641037-678488628;CROYCA S.L.;B78075272;PRIVADA CON ÁNIMO DE LUCRO
C6196;JOSEFA SEGOVIA, RESIDENCIA DE PERSONAS MAYORES;49;Plazas totales;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES MIXTA;Personas mayores;079;Madrid;CALLE;03318;de Julián Romea;24;439060;4477179;28003;915357957  629719472;INSTITUCION TERESIANA ASOCIACION CIVIL (ITAC);G28346807;PRIVADA SIN ÁNIMO DE LUCRO
C6197;APOSTOLICAS CORAZON DE JESUS MIRA EL RIO ALTA, PISO TUTELADO;2;Plazas totales;CENTROS RESIDENCIALES;PISOS TUTELADOS;Personas sin hogar;079;Madrid;CALLE;04094;de Mira el Río Alta;9;439823;4473369;28005;914450108;APOSTOLICAS DEL CORAZON DE JESUS COMUNIDAD DE OBRAS SOCIALES;R2800880C;PRIVADA SIN ÁNIMO DE LUCRO
C6203;APOSTOLICAS CORAZON DE JESUS EMBAJADORES, PISO TUTELADO;2;Plazas totales;CENTROS RESIDENCIALES;PISOS TUTELADOS;Personas sin hogar;079;Madrid;CALLE;01924;de los Embajadores;46;440186;4473334;28012;914450108;APOSTOLICAS DEL CORAZON DE JESUS COMUNIDAD DE OBRAS SOCIALES;R2800880C;PRIVADA SIN ÁNIMO DE LUCRO
C6204;APOSTOLICAS CORAZON DE JESUS TRIBULETE, PISO TUTELADO;2;Plazas totales;CENTROS RESIDENCIALES;PISOS TUTELADOS;Personas sin hogar;079;Madrid;CALLE;06124;de Tribulete;11;440404;4473256;28012;914450108;APOSTOLICAS DEL CORAZON DE JESUS COMUNIDAD DE OBRAS SOCIALES;R2800880C;PRIVADA SIN ÁNIMO DE LUCRO
C6209;RAIS TOBOSO, VIVIENDA COMUNITARIA;5;Plazas totales;CENTROS RESIDENCIALES;VIVIENDAS COMUNITARIAS;Personas sin hogar;079;Madrid;CALLE;06038;del El Toboso;47;437982;4471617;28019;917251726-661870070;FUNDACION RED DE APOYO A LA INTEGRACION SOCIOLABORAL (RAIS);G83207712;PRIVADA SIN ÁNIMO DE LUCRO
C6214;APRAMP II, PISO TUTELADO;7;Plazas totales;CENTROS RESIDENCIALES;PISOS TUTELADOS;Mujer;RESERVADO;RESERVADO;RESERVADO;RESERVADO;RESERVADO;RESERVADO;RESERVADO;RESERVADO;RESERVADO;RESERVADO;ASOCIACION PARA ATENCION, PREVENCION Y REINSERCION DE LA MUJER PROSTITUIDA (APRAMP);G79414082;PRIVADA SIN ÁNIMO DE LUCRO
C6215;AFANIAS ESPACIO ABIERTO, CENTRO DE DIA;45;Capacidad máxima simultánea;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;Personas con discapacidad intelectual;079;Madrid;CALLE;09811;de Hervas;12;436941;4473110;28011;914459672;AFANIAS, ASOCIACION PRO-PERSONAS CON DISCAPACIDAD INTELECTUAL;G28303790;PRIVADA SIN ÁNIMO DE LUCRO
C6216;ALMENARA, OTRAS RESIDENCIAS;18;Plazas totales;CENTROS RESIDENCIALES;OTRAS RESIDENCIAS;Infancia y Adolescencia;125;Robledo de Chavela;CALLE;00191;Almenara;36;;;28294;918904110 / 609085800;CONSULTING ASISTENCIAL SOCIOSANITARIO SL;B86486289;PRIVADA CON ÁNIMO DE LUCRO
C6217;SANTA MARIA DE LA PAZ, CENTRO DE ACOGIDA;104;Plazas totales;CENTROS DE ACOGIDA;ALBERGUES;Personas sin hogar;079;Madrid;CALLE;45987;de Vicente Blasco Ibáñez;81;444591;4483744;28050;917662087;ORDEN HOSPITALARIA DE SAN JUAN DE DIOS-SANTA MARIA DE LA PAZ;R2802170G;PRIVADA SIN ÁNIMO DE LUCRO
C6218;ACRESCERE SAGRADA FAMILIA, PISO TUTELADO;8;Plazas totales;CENTROS RESIDENCIALES;PISOS TUTELADOS;Infancia y Adolescencia;079;Madrid;CALLE;11031;del Jardín de la Duquesa;15;448795;4472907;28032;915791470;FUNDACION ACRESCERE;G85833341;PRIVADA SIN ÁNIMO DE LUCRO
C6220;TETUÁN,OTRAS RESIDENCIAS;22;Plazas totales;CENTROS RESIDENCIALES;OTRAS RESIDENCIAS;Personas con enfermedad mental crónica;079;Madrid;CALLE;04821;de Pinos Baja;88;440582;4480177;28029;913231555-647555448;ASOCIACION DUAL;G82693821;PRIVADA SIN ÁNIMO DE LUCRO
C6223;ACCEM RAFAELA YBARRA, PISO TUTELADO;8;Plazas totales;CENTROS RESIDENCIALES;PISOS TUTELADOS;(Inmigracion) Otros grupos en situación de necesidad;079;Madrid;AVDA;09464;de Rafaela Ybarra;72;439506;4469293;28041;915327478-79;ACCEM;G79963237;PRIVADA SIN ÁNIMO DE LUCRO
C6225;ASOCIACION REALIDADES RIBERA 3, PISO TUTELADO;2;Plazas totales;CENTROS RESIDENCIALES;PISOS TUTELADOS;Personas sin hogar;079;Madrid;CALLE;05182;de la Ribera de Curtidores;3;439999;4473466;28005;915277989;ASOCIACIÓN REALIDADES PARA LA INTEGRACIÓN SOCIAL;G80394711;PRIVADA SIN ÁNIMO DE LUCRO
C6237;CONCESOL, RESIDENCIA DE PERSONAS MAYORES;59;Plazas totales;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES MIXTA;Personas mayores;079;Madrid;CALLE;01477;de la Condesa de Venadito;30;444822;4477451;28027;913200354-692890849;DESARROLLO INTEGRAL SOCIOSANITARIO CONCESOL SLU;B86827763;PRIVADA CON ÁNIMO DE LUCRO
C6242;FUNDACION CEPAIM LONGARES, PISO TUTELADO (EMANCIPACION);6;Plazas totales;CENTROS RESIDENCIALES;PISOS TUTELADOS;Otros grupos en situación de necesidad;079;Madrid;TRVA;11223;de Longares;18;448243;4475439;28022;658033522 / 695183021;FUNDACION CEPAIM-ACCION INTEGRAL CON MIGRANTES;G73600553;PRIVADA SIN ÁNIMO DE LUCRO
C6284;SAVG-24H, CENTRO DE ACOGIDA;15;Plazas totales;CENTROS DE ACOGIDA;CENTROS DE MUJERES MALTRATADAS;Mujer;RESERVADO;RESERVADO;RESERVADO;RESERVADO;RESERVADO;RESERVADO;RESERVADO;RESERVADO;RESERVADO;RESERVADO;AYUNTAMIENTO DE MADRID;P2807900B;PÚBLICA
C6286;CASA DE TEODORA, CENTRO DE DIA;30;Capacidad máxima simultánea;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;Personas mayores;090;Moralzarzal;CALLE;A0195;Roseles;10;417775;4503606;28411;634737713 / 625172951;CASA TEODORA COMUNIDAD DE BIENES;E87505913;PRIVADA CON ÁNIMO DE LUCRO
C6296;STRADA-MÍA FUNDACION PADRE GARRALDA, PISO TUTELADO;6;Plazas totales;CENTROS RESIDENCIALES;PISOS TUTELADOS;Presos y ex reclusos;079;Madrid;CALLE;11138;de Gerardo Diego;11;445394;4470775;28018;918317533 / 695566948;FUNDACION PADRE GARRALDA - HORIZONTES ABIERTOS;G83618850;PRIVADA SIN ÁNIMO DE LUCRO
C6297;DELICIAS SIETE, CENTRO DE DIA;38;Capacidad máxima simultánea;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;Personas mayores;079;Madrid;CALLE;01674;de Delicias;7;441036;4472863;28045;913805290-638931724;DELICIAS MAYOR SL;B88008693;PRIVADA CON ÁNIMO DE LUCRO
C6300;ASOCIACION INCLUSIVE, PISO TUTELADO II;2;Plazas totales;CENTROS RESIDENCIALES;PISOS TUTELADOS;Personas con discapacidad intelectual;079;Madrid;CALLE;06967;de Mariano Agüi;8;441747;4482520;28034;639214897 - 655229596;ASOCIACION INCLUSIVE;G85562494;PRIVADA SIN ÁNIMO DE LUCRO
C6311;PROVIVIENDA MONTE MONTJUICH, PISO TUTELADO;4;Plazas totales;CENTROS RESIDENCIALES;PISOS TUTELADOS;Refugiados y asilados;079;Madrid;CALLE;04149;del Monte de Montjuich;5;447494;4470137;28031;915570137;ASOCIACION PROVIVIENDA;G79408696;PRIVADA SIN ÁNIMO DE LUCRO
C6312;PROVIVIENDA NACIONES, PISO TUTELADO;6;Plazas totales;CENTROS RESIDENCIALES;PISOS TUTELADOS;Refugiados y asilados;058;Fuenlabrada;AVDA;A0336;de las Naciones;29;431572;4459594;28943;915570137;ASOCIACION PROVIVIENDA;G79408696;PRIVADA SIN ÁNIMO DE LUCRO
C6313;CASA DEL RELOJ AYUNTAMIENTO DE MADRID, CENTRO DE MAYORES;231;Capacidad máxima simultánea;CENTROS DE DÍA;HOGARES Y CLUBES;Personas mayores;079;Madrid;PASEO;01642;de la Chopera;10;440702;4471640;28045;915886208;AYUNTAMIENTO DE MADRID;P2807900B;PÚBLICA
C6314;GAINZA I, PISO TUTELADO;4;Plazas totales;CENTROS RESIDENCIALES;PISOS TUTELADOS;Personas con enfermedad mental crónica;079;Madrid;CALLE;02426;de Gainza;323;439318;4468632;28041;679406994;WALK REHABILITACIÓN Y DESARROLLO INTEGRAL S.L.;B83119834;PRIVADA CON ÁNIMO DE LUCRO
C6320;RESIDENCIA REAL DE ROZAS, RESIDENCIA DE PERSONAS MAYORES;52;Plazas totales;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;Personas mayores;128;Rozas de Puerto Real;CTRA;A0001;a Entrepinos;S/N;;;28649;918634479;AYUNTAMIENTO DE ROZAS DE PUERTO REAL;P2812800G;PÚBLICA
C6322;INTRESS PADRE PIQUER, PISO TUTELADO;4;Plazas totales;CENTROS RESIDENCIALES;PISOS TUTELADOS;Personas con enfermedad mental crónica;079;Madrid;AVDA;07813;del Padre Piquer;12;434804;4471773;28024;915621050-617301558;ASOCIACION INSTITUTO DE TRABAJO SOCIAL Y SERVICIOS SOCIALES (INTRESS);G08973224;PRIVADA SIN ÁNIMO DE LUCRO
